担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
吉松,32021599,やると決めたら楽しむ。,来た波に乗る。,司法修習生,カセットテープ,模擬法廷, , , ,,,, , ,1,楽しむ, 
吉松,32021610,どうせやるなら「楽しむ」こと。マイナスに捉えるのではなく楽しむことを決定することに意味があると学んだ,弁護士は第三者からの視点を持つことが重要であること。俯瞰してクライアントと関わることが大事であること,自分の説明がしっかり伝わっていれば、相手は決断できるということ。そこから説得力の重要性を学んだ。,来た波に乗ること。ただ乗るのではなく、波をつくっている人に誠心誠意還元することが重要であると学んだ。,一つ一つの仕事に真剣に問い組むこと。クライアントに聞かれる前に伝えることで信頼関係が構築されていく。, , , ,Pattern1,ことマイナスこと決定こと意味弁護三視点ことこと俯瞰クライアントことこと自分説明相手決断こと説得波こと波人誠心誠意還元こと一一仕事真剣問いことクライアント前こと信頼関係構築,0.62,"対象:26023514 時期:今学期全てのキーワード:嫌だと思うとやらなくなってしまうのでやるときめたらとことん楽しんで物事に打ち込んで取り組むということ,周りに振り回されたり常識に振り回されるのではなく自分のペースで着実に物事に取り組んでいくという姿勢。,まずは自分のことをよく知ってもらって相手に信頼を与えお互いに納得のいく仕事に進めていくという姿勢。,自分のもらった案件はできる限り引き受け全力で一つ一つ取り組みきたなみにのるということを心掛ける姿勢。,相手が予想していないことを先回りして行うことで相手の不安を少しでも軽減し信頼関係を深めるということ。", ,1,楽しむ, 
吉松,32022004,やると決めたら楽しむ,来た波には乗る,好奇心をもち現場に足を運んで自ら体験する,新人の頃から自分で考えて行動する,自分が努力しない限り得られるものはない, , , ,Pattern104,波好奇現場足自ら体験新人頃自分行動自分努力限りもの,0.6,"対象:22022321 時期:今学期全てのキーワード:やると決めたら楽しむ,第三者的な視点を持つ,自分をちっぽけだと思うことが大人の始まり,来た波には乗る,好奇心を持っていろんな現場に足を運んで自ら体験して経験にする", ,1,楽しむ, 
吉松,32022060,やりたいこと、楽しいことが出てくればやる,やると決めたら楽しむ,一人一人が消費者,基本、お断りしない,信頼と実績, , , ,Pattern210,ことこと一人一人消費基本信頼実績,0.61,"対象:24023181 時期:今学期全てのキーワード:やると決めたら楽しむ,必死に取り組むこと,何事も興味を持ってみること,学びに終わりはないということ,実績を得れば信頼も得られ、自信につながるということ", ,1,楽しむ, 
吉松,32022062,やると決めたら楽しむ。,全体を俯瞰して、将来を見据えて考える。,自分で考えて自分で行動する。,一つ一つの仕事は全て真剣勝負。,好奇心を持っていろんな現場に自ら体験してそれを経験にする。, , , ,Pattern28,全体俯瞰将来自分自分行動一一仕事全て真剣勝負好奇現場自ら体験経験,0.64,"対象:22020633 時期:今学期全てのキーワード:やろうと決めたら楽しむ,自分で考えて自分で行動する,好奇心をもって現場に行っていろんなことを経験してほしい,依頼者と同じ立場ではなくてちょっと離れて違う面から依頼者の将来を見据えて考えるのが大事だ,人の役に立てると実感できる仕事を探す", ,1,楽しむ, 
吉松,32022065,やりたいことが出てくる,関学の同窓生,人の感情を理解する、傾聴,自分が努力しない限り得られるものはない,聞かれる前に連絡する、信頼関係, , , ,,,, , ,0,, 
吉松,32022066,自分で考え自分で行動する,俯瞰的に見る,コミュニケーション取れる人、ずっと勉強を楽しむ力がある人が弁護士に向いている,法律の勉強は無駄にはならない,実績信頼自信, , , ,Pattern1,自分自分行動俯瞰コミュニケーション人勉強力人弁護法律勉強無駄実績信頼自信,0.63,"対象:25023014 時期:今学期全てのキーワード:人工知能のような新しい仕組みについていくのが法律的にも大変,波には全力で乗る,弁護士は人の役に立つことが実感でき、とても魅力的だ。,コミュニケーションが得意であったり新しいことを勉強できたり負けず嫌いなひとは弁護士適正がある,自信を持つには実績を積み上げ、他人からの信頼を勝ち取る必要がある。", ,1,楽しむ, 
吉松,32022078,知らないというほど怖くないものはない,やるって決めたら楽しむ,熱中することはいいことだが、俯瞰してみる視点を持つことも大切。,自分で考えて自分で行動する。,ひとつひとつの仕事に一生懸命取り組む。, , , ,Pattern19,もの熱中ことこと俯瞰視点こと自分自分行動ひとひと仕事一生,0.61,"対象:22020038 時期:今学期全てのキーワード:やると決めたら楽しむこと,ポジティブ思考でいること,物事を俯瞰的に見ること,自分で考えて行動すること,実績を得て自信をつけ信頼を得てまた実績を得るというサイクルを続けたこと", ,1,楽しむ, 
吉松,32022086,やると決めたら楽しむ,来た波に乗る,現状に満足しない,最後まで傾聴する,できない時代を経験し活かす, , , ,Pattern294,波現状満足最後傾聴時代経験,0.61,"対象:26022235 時期:今学期全てのキーワード:やりきる力をしっかりもつ,自ら体験しそれを経験にする,やると決めたら楽しむ,新しいことを怖がらず波に乗っかる,現状に満足せず、のびしろをもっと成長させる姿勢", ,1,楽しむ, 
吉松,32022099,全力を俯瞰して将来を見据えて考える,自分で考えて自分なりに行動する。,１つ１つの仕事は全て真剣勝負である,やるときめたら全力で楽しむ,好奇心をもっていろんな現場に自ら体験してそれを経験にする, , , ,Pattern28,全力俯瞰将来自分自分行動１１仕事全て真剣勝負全力好奇現場自ら体験経験,0.76,"対象:24022474 時期:今学期全てのキーワード:やると決めたら楽しむ,全体を俯瞰して将来を見据えて考える,自分で考えて自分で行動する,一つ一つの仕事は全て真剣勝負,好奇心を持っていろんな現場に自ら体験してそれを経験にする", ,1,楽しむ, 
吉松,32022100,やると決めたら楽しむ,全体を俯瞰して将来を見据えて考える,自分で考えて自分で行動する,一つ一つの仕事は全て真剣勝負,好奇心を持っていろんな現場に自ら体験してそれを経験にする, , , ,Pattern28,全体俯瞰将来自分自分行動一一仕事全て真剣勝負好奇現場自ら体験経験,0.64,"対象:22020633 時期:今学期全てのキーワード:やろうと決めたら楽しむ,自分で考えて自分で行動する,好奇心をもって現場に行っていろんなことを経験してほしい,依頼者と同じ立場ではなくてちょっと離れて違う面から依頼者の将来を見据えて考えるのが大事だ,人の役に立てると実感できる仕事を探す", ,1,楽しむ, 
吉松,32022339,やると決めたら楽しむ,自分で考えて自分で行動することが活躍につながる,何か実績をあげることによって周囲の信頼を得て自信につながる,好奇心を持って自ら現場に行き経験をする,楽しむということは自分の意志で決める, , , ,Pattern28,自分自分行動こと活躍実績こと周囲信頼自信好奇自ら現場経験こと自分意志,0.67,"対象:22020633 時期:今学期全てのキーワード:やろうと決めたら楽しむ,自分で考えて自分で行動する,好奇心をもって現場に行っていろんなことを経験してほしい,依頼者と同じ立場ではなくてちょっと離れて違う面から依頼者の将来を見据えて考えるのが大事だ,人の役に立てると実感できる仕事を探す", ,1,楽しむ, 
吉松,32022370,1つ目のキーワードは弁護士という言葉だ。ドラマのような弁護士同士のやり合いは年に数回しかないらしい。,2つ目のキーワードはアルバイトだ。小島氏は学費をすべて自分のアルバイトのお金で払っていたそうだ。,3つ目のキーワードはふかん的という言葉だ。弁護士は少し違う面からふかん的に全体をみることが大切だ。,4つ目のキーワードはやりがいという言葉だ。自分のアドバイスで依頼者に喜んでもらえたら嬉しいらしい。,5つ目のキーワードは法律の勉強だ。法律の知識があれば、企業したり、政治家になったりできるらしい。, , , ,,,, , ,0,, 
吉松,32022388,自分で決めたことは全力で楽しむ,全体を広い視野で把握して将来を見据えて考え行動を起こす,自分で考えて行動する,一つ一つの仕事は全て真剣勝負だと捉える,好奇心を持ち、さまざまな現場に自ら体験してそれを経験にする, , , ,Pattern9,自分こと全力全体視野把握将来行動自分行動一一仕事全て真剣勝負好奇現場自ら体験経験,0.6,"対象:21023001 時期:今学期全てのキーワード:様々なアルバイト経験が新人時代役に立った。,研修時代仲良くなった同期と今も繋がっていて協力しあってる。助け合いが大切。,やると決めたら最後まで楽しむことが大切。,弁護士は人の役に立てることが実感できるところが魅力的。,一つ一つの仕事は真剣勝負で自分が努力しないと得られるものは無い。", ,1,楽しむ, 
吉松,32022404,丸投げはいいように言えば全権を任されるので自由,やると決めたらポジティブに楽しむ,第三者的に全力を注ぐ,自分がちっぽけだと思った時が大人の始まり,好奇心をもって色んな現場に足を運ぶこと, , , ,Pattern104,丸投げ全権自由ポジティブ三全力自分時大人始まり好奇現場足こと,0.62,"対象:22022321 時期:今学期全てのキーワード:やると決めたら楽しむ,第三者的な視点を持つ,自分をちっぽけだと思うことが大人の始まり,来た波には乗る,好奇心を持っていろんな現場に足を運んで自ら体験して経験にする", ,1,楽しむ, 
吉松,32022426,取り調べを経験させていただいて、二度としないようにするのに自信がなく、検察を辞めた,法律の知識から、事例が重なって考えるのがとても難しかった。,やりたいことを明確にすることによって、就職活動で自分のやりたいことと照らし合わせて、選びやすい,労災実験で逆転したことが一番成功した事例,社長が亡くなって、会社を回す機会があり、毎日必死に記憶がないぐらい働いた。, , , ,Pattern17,取り調べ経験二度自信検察法律知識事例ことこと就職活動自分こと労災実験逆転こと成功事例社長会社機会毎日記憶,0.61,"対象:21023026 時期:今学期全てのキーワード:やると決めたら楽しむと決める,努力しないと収入などは得られないので一つ一つの仕事は全て真剣にやる,最終的な結果を想像し過ぎない程度に来た波には乗ってみる,好奇心を持って色んな現場に足を運んで自ら体験し、経験する,考えて行動することは今の自分につながるということ", ,0,, 
吉松,32022579,弁護士の仕事は第三者的に全力を尽くす,ボス弁は理想的な像な人だった,司法試験に合格してそこから弁護士事務所や検察庁、裁判所など何年かの研修を経て弁護士になる,20分間テレビに出演するということは、20分間広告に出してるのと同じである,小島さんは授業で内容が終わらず終了するのが好きではなかったのでシラバスをきちんと作ってそれ通りに授業, , , ,,,, , ,0,, 
吉松,32023015,やると決めたら楽しむ,来た波には乗る,自分がちっぽけに見えたことは大人の始まりであること,実績を上げ、周囲の信頼を得ることによって自分の自信に繋がること,他者のために自分の知識を使いたい, , , ,Pattern30,波自分こと大人始まりこと実績周囲信頼こと自分自信こと他者ため自分知識,0.64,"対象:22020740 時期:今学期全てのキーワード:「やると決めたら楽しむ」,成功体験が仕事をする上での自信につながる,自分のことをちっぽけな存在だと思うことが大人のはじまり,「自分で考えて自分で行動する」を新人のころからやる,「来た波には乗る」", ,1,楽しむ, 
吉松,32023016,やると決めたら楽しみ、大変なことにも逃げずに立ち向かう,依頼者には第三者的に全力を尽くし、依頼者と同じ目線で見ないで違う視点で全体を俯瞰する,決断が鈍るのは自分の説明が不足しているから,自分で考えて自分で行動する,好奇心を持って現場に足を運んで自ら体験してそれを経験にする, , , ,Pattern1,楽しみこと依頼三全力依頼目線視点全体俯瞰決断自分説明不足自分自分行動好奇現場足自ら体験経験,0.6,"対象:22021064 時期:今学期全てのキーワード:やると決めたら楽しみ全力でやりきること,第3者の視点を持って全体を俯瞰して人の役に立つように最善を尽くすこと,来た波に乗ってその人からの信頼や期待には実績で応えることで自信が生まれること,好奇心を持ち自分から現場に行って経験を積むことで得られる学びがあること,人との出会いが自分の助けになり成長に繋がること", ,0,, 
吉松,32023018,やると決めたら楽しむ,人との出会い,自分で考えて行動する経験,クライアントのために第三者的に全力を尽くす,自分の知識を他者の利益のために活用できる方法を探す, , , ,Pattern12,出会い自分行動経験クライアントため三全力自分知識他者利益ため活用方法,0.64,"対象:22022016 時期:今学期全てのキーワード:やると決めたら楽しむ,自分で考えて行動する,弁護士は人の役に立てるのが実感できる仕事,自分の知識を誰のために使うのか考え、他者の利益のために活用できる方法を探す,インターンやアルバイトなど、好奇心を持ち自ら体験する", ,1,楽しむ, 
吉松,32023025,やると決めたら楽しんでやる,まだ自分にも伸び代があると思っている,波に乗ってみる,新しいことにチャレンジしたい,人の役に立てることが実感できている, , , ,,,, , ,0,, 
吉松,32023034,やると決めたからには楽しむ,現状の自分に満足しない,将来のことも考えて助言することが大事,熱中することもいいが、第三者的な視点で俯瞰することも大事,きた波には乗ってみる, , , ,Pattern51,現状自分満足将来こと助言こと熱中こと三視点俯瞰こと波,0.6,"対象:22021420 時期:今学期全てのキーワード:一つ一つの仕事に真剣勝負,ヒトは周りが見えなくなってしまう傾向にあることを理解しておく,自分が不満に思ったことはしない,目の前のことに全力で取り組む,きた波に乗る", ,1,楽しむ, 
吉松,32023035,やると決めたら楽しみ、大変なことにも逃げずに立ち向かうことが大切。,依頼者には第三者的に全力を尽くし、同じ目線で見ないで異なる視点で全体を俯瞰する。,依頼者の決断が鈍るのは自分の説明が不足しているから。,自分で考えて自分で行動する。,好奇心を持って現場に足を運び、自ら体験してそれを経験にする。, , , ,Pattern1,楽しみことこと依頼三全力目線視点全体俯瞰依頼決断自分説明不足自分自分行動好奇現場足自ら体験経験,0.62,"対象:22021064 時期:今学期全てのキーワード:やると決めたら楽しみ全力でやりきること,第3者の視点を持って全体を俯瞰して人の役に立つように最善を尽くすこと,来た波に乗ってその人からの信頼や期待には実績で応えることで自信が生まれること,好奇心を持ち自分から現場に行って経験を積むことで得られる学びがあること,人との出会いが自分の助けになり成長に繋がること", ,0,, 
吉松,32023039,司法試験に挑戦するなど物事を始めるときはやると決めたら楽しむをモットーに取り組む。,学生時代にアルバイトをしていた経験が豊富でそれが司法修習生になったときに役立った。,新人のころから一人でやってみようという環境だったことで自分で考えて行動するという能力が身についた。,弁護士になって３、４年目に成功した経験から人の役に立てたと自信がつきそれが彼女の原動力になっている。,波が来たら乗るという言葉のように新しいことには積極的に挑戦する、チャンスをくれた人の期待に応える。, , , ,Pattern9,司法試験挑戦物事ときモットー学生時代アルバイト経験司法修習とき新人ころ一人環境こと自分行動能力身弁護３、４年成功経験人役自信原動言葉こと積極挑戦チャンス人期待,0.61,"対象:21023001 時期:今学期全てのキーワード:様々なアルバイト経験が新人時代役に立った。,研修時代仲良くなった同期と今も繋がっていて協力しあってる。助け合いが大切。,やると決めたら最後まで楽しむことが大切。,弁護士は人の役に立てることが実感できるところが魅力的。,一つ一つの仕事は真剣勝負で自分が努力しないと得られるものは無い。", ,1,楽しむ, 
吉松,32023044,やると決めたら楽しむ,全てのことに全力,きた波にはのる,好奇心をもって自ら体験しに行く,周りとの支え合いは大切, , , ,Pattern196,全てこと全力波好奇自ら体験支え合い,0.64,"対象:23021286 時期:今学期全てのキーワード:好奇心,来た波に乗る,自ら体験し経験にする,支え合い,やると決めたら楽しむ", ,1,楽しむ, 
吉松,32023047,やると決めたら楽しむ,依頼者の想いに寄り添いすぎず第三者の立場の意見を持つべき,毎回満足はせず「伸び代がある」と思う,来た波に乗る,クライアントに聞かれる前に聞かれそうなことを言う, , , ,,,, , ,1,楽しむ, 
吉松,32023048,やると決めたら楽しむ,弁護士の仕事は第三者的に全力を尽くすこと,来た波には乗る,努力をしない限り結果は得られない,自分だけではなく他者の利益のため, , , ,Pattern88,弁護仕事三全力こと波努力限り結果自分他者利益ため,0.66,"対象:22023013 時期:今学期全てのキーワード:やると決めたら楽しむ,企業で人を育てる,弁護士の仕事は第三者に全力を尽くすこと,来た波にのる,人の役に立っていると実感できる", ,1,楽しむ, 
吉松,32023056,やると決めたら楽しむ、マイペースで周りに流されない、嫌だと思ったらなにもできない。,ボスが良い意味で新人にも仕事を丸投げしてきたことが今の自分を作っている。好きなように仕事をする,新人の頃、自分で動くことを沢山学んだ,心がけていることはきた波には乗ること。その波を実績にして、周りの信頼を得て、自信に繋げる。,自分の知識を誰のために使うのか、他人の利益にすることマスタリーフォーサービスの繋がっている, , , ,Pattern1,マイペース周りボス意味新人仕事丸投げこと今自分仕事新人頃自分ことこと波こと波実績周り信頼自信自分知識ため他人利益ことマスタリーフォーサービス,0.61,"対象:24021055 時期:今学期全てのキーワード:弁護士は第三者の視点からベストを尽くす。このことにより、全体を俯瞰できる,若い頃は自分がちっぽけなんて思わなかったしかしそう思いだしてからが大人のスタート,新人のころから自分で考えて行動するのが大切である,自信とは何か実績をつくる信頼を得るそれがまた自信に繋がるこのことの繰り返しである,やると決めたら楽しむこと自分の意思で決めること", ,1,楽しむ, 
吉松,32023061,やると決めたら楽しむ。,自分がちっぽけだと思っても、自らチャンスを求めて成長すること。,今成功している人たちも、最初からできていたわけではない。,何にでも好奇心を持ってチャレンジすることが大切。,ネットだけで情報を得るのではなく、自ら足を運んで体験して学ぶ。, , , ,Pattern64,自分自らチャンス成長こと今成功人最初わけ好奇チャレンジことネット情報自ら足体験,0.64,"対象:22021655 時期:今学期全てのキーワード:難しいものほどやると決めたことは楽しむ。,未知はとても恐ろしい。,自分がちっぽけだなと感じる瞬間が大人の始まり。,人との巡り合わせによって良い経験をすることが出来る時もある。,初対面の方と会うときは、先に自ら情報公開をすることでギャップをなくせる。", ,1,楽しむ, 
吉松,32023066,法学部の政治学科に所属していた小島さんは現在法律事務所で弁護士として働いている。,今の仕事は間違えているところを補助してもらいながら書面づくりを毎日し年に数回裁判をしている。,司法修習生に行くとムードがすごく自分のことをちっぽけだとおもったが大人への道だと気づいた。,依頼人に同情してしまってうまくいかないことが多く第三者として俯瞰的に見るのが大事である。,弁護士は人の役に立っていることに実感がわきやりがいがある仕事だがずっと勉強し続けなければならない。, , , ,Pattern1,法学部政治所属小島現在法律事務弁護今仕事ところ補助書面づくり毎日し年数回裁判司法修習ムード自分こと大人道依頼同情こと三俯瞰弁護人役こと実感わきやりがい仕事勉強,0.61,"対象:21020020 時期:今学期全てのキーワード:仕事をする上で俯瞰的になる、第三者的な視点を持たなければならない。,現状に満足せずに、のびしろがあることを理解する。すべてのことに一生懸命に取り組む。,人との出会いが自分を助けてくれる。その出会いによって、来た波には乗る。チャンスは掴む。,今の世の中は調べればすぐに情報を得られるが、好奇心を持って、自分で現場に足を運ぶことが大事。,やると決めたら楽しむ。この楽しむということは自分の意志によって実感することができる。", ,0,, 
吉松,32023071,やると決めたら楽しんでする。,物事を俯瞰してみる。,好奇心を持って足を踏み入れ見る・経験してみる。,嫌だと思ってしまったら取り組むことが難しくなる。,自分にきた仕事に責任を持って取り組む。, , , ,Pattern68,物事俯瞰好奇足経験こと自分仕事責任,0.6,"対象:23022154 時期:今学期全てのキーワード:自分でやると決めたら楽しむ。,波がきたらのる。,資格は取った方がいい。,ネットで調べられる時代ではあるが、好奇心で自分の足で経験を積む。,宣言した後にお仕事が増えていった。", ,0,, 
吉松,32023077,やると決めたら楽しむ,相談された方の表情がパッと変わる瞬間を見れた時にやりがいを感じるということ,相手に聞かれる前に連絡をすることで信頼関係を築けるということ,自分に期待して与えられた仕事が来た時はその波に乗るようにしているということ,努力しないと得られるものはないので1つ1つの仕事を真剣勝負で取り組むということ, , , ,Pattern9,相談方表情瞬間時やりがいこと相手前連絡こと信頼関係こと自分期待仕事時波こと努力もの11仕事真剣勝負こと,0.62,"対象:21023001 時期:今学期全てのキーワード:様々なアルバイト経験が新人時代役に立った。,研修時代仲良くなった同期と今も繋がっていて協力しあってる。助け合いが大切。,やると決めたら最後まで楽しむことが大切。,弁護士は人の役に立てることが実感できるところが魅力的。,一つ一つの仕事は真剣勝負で自分が努力しないと得られるものは無い。", ,1,楽しむ, 
吉松,32023089,どんな大変なことでもやるって決めたら楽しんでやる,自分の存在をちっぽけに思ったら大人の始まり,新人の時から自分で考えて行動する,人の役に立てていることが実感できるのは大切なこと,熱中するのは大事やけど俯瞰的にものを見ることのほうがもっと大切, , , ,Pattern105,こと自分存在大人始まり新人時自分行動役こと実感こと熱中俯瞰ものことほう,0.63,"対象:22022334 時期:今学期全てのキーワード:自分のことをちっぽけだと思った瞬間が大人の始まりであるということ,どれだけ経験を積んでもまだ自分には伸び代があると考えることでより成長できるということ,やると決めたことは楽しんでやるということ,あれこれと結果を想像しすぎずに来た波には乗ってみてその波とまっすぐに向き合うということ,何かが欲しい何かになりたいと思っていても自分が行動しないと何も得られないということ", ,0,, 
吉松,32023090,やると決めたら楽しむ,若いころの悩みはちっぽけなことが多い,やると決めたら最後前やり遂げる,相手を安心・納得させることがやりがい,来た波には断らず乗る, , , ,,,, , ,1,楽しむ, 
吉松,32023095,やると決めたら楽しむ,自分のことをちっぽけだと思った時が大人の始まり,ボスの人間性は選べはしないけど運も大切,来た波に対して乗るということは波を作っている人に対して誠心誠意返していくことが必要,社会では人との出会いが大切, , , ,Pattern22,自分こと時大人始まりボス人間運波こと波人誠心誠意こと必要社会人出会い,0.63,"対象:24023012 時期:今学期全てのキーワード:やると決めたら楽しむ,ちっぽけと感じることが大人になること,自分で考えて行動するということが活躍につながる,波が来たら乗る。波を作ってくれた人に誠心誠意答える,実績・信頼・自信のスパイラル", ,1,楽しむ, 
吉松,32023096,やると決めたら楽しむ,傾聴,来た波には乗る,自分が努力しない限り得られるものはない,全てのことに真剣勝負, , , ,Pattern56,傾聴波自分努力限りもの全てこと真剣勝負,0.66,"対象:22023771 時期:今学期全てのキーワード:やると決めたらたのしむ。,第三者的な視点を持たないといけない。,来た波には乗る。,努力しない限り得られるものは無い。,成功をきっかけに自分が役に立てるとわかった。", ,1,楽しむ, 
吉松,32023097,やると決めたら楽しむ。,第三者から俯瞰して将来を見据えて全体をみる。,何か始まるかもと思って波に乗ってみる。,実績を得て信頼を得て自信を得るというサイクルが重要。,自ら体験して経験することが大きな価値を生み出す。, , , ,Pattern110,三俯瞰将来全体波実績信頼自信サイクル自ら体験経験こと価値,0.61,"対象:22022405 時期:今学期全てのキーワード:第三者的な位置から俯瞰的に物事を考えて全力で尽くすことが大切。,上手くいかなかったという経験をすることによって改善策を考える力がつき今後が上手くいく。,やると決めたからには楽しむ。,来た波には乗る。そうして積み重ねた実績が信頼を呼び信頼が自信を呼ぶという善のループを生む。,更新され続けていく物事に対して前向きに貪欲に学び続ける姿勢が大切。", ,1,楽しむ, 
吉松,32023110,嫌だと思ってしまうと物事が進まなくなるから、一度やると決めたらその事を全力で楽しむ。,弁護士にとって大事なことは第三者的に将来のことを見据え、依頼者にとって何が一番ベストかを考えること。,実際に対面する前に、ホームページなどで自分の情報を先に提示することで、安心して依頼をしてもらえる。,自分で努力をしないと得られるものはないので、目の前の一つ一つの仕事全てに全力を注ぐ。,なにか実績を上げ周りの人達からの信頼を得るというサイクルにより、自分自身の自信向上にも繋がる。, , , ,Pattern1,物事一度事全力弁護こと三将来こと依頼ベストこと実際対面前ホームページ自分情報先提示こと安心依頼自分努力もの目前一一仕事全て全力実績周り人信頼サイクル自分自身自信向上,0.6,"対象:22023117 時期:今学期全てのキーワード:依頼者と違う視点から全体を俯瞰して、将来を見据えて、依頼者にとって何がいいかを考えること。,完全に人の役に立つことはできないが、自分に役に立てることがあると実感できたということ。,最終的な結果まで想像しすぎないレベルで、来た波には乗る。楽しむということは自分の意志で決める。,自分が努力をしない限り得られるもの無く、一つ一つの仕事はすべて真剣勝負だということ。,自分の知識を誰のために使うのか、好奇心を持って色んなところに足運んで自ら体験するということ。", ,1,楽しむ, 
吉松,32023111,周りの人に流されない自分でいることが大切,自分で考えて行動することが大切,波が来たらうまくのって実績で相手に返す,やると決めたなら楽しんでやる,今はネットなどで何でも調べられるが好奇心を持って自ら体験してほしい, , , ,Pattern19,周り人自分こと自分行動こと実績相手今ネット好奇自ら体験,0.66,"対象:22023378 時期:今学期全てのキーワード:人との関わり、縁を大切にする。,自分がやると決めたら楽しむ。,自分の意志、信念を持ち続けることが大事。,自らが好奇心を持ち、行動に移すことが大切。,一つひとつの仕事に誠実に取り組むこと。", ,0,, 
吉松,32023113,やると決めたら楽しむ,第三者の視点を持つ,来た波には乗ってみる,信頼関係のために聞かれる前に連絡をする,自分の知識を他社の利益のために活用する, , , ,Pattern23,三視点波信頼関係ため前連絡自分知識他社利益ため活用,0.62,"対象:22020098 時期:今学期全てのキーワード:波が来たら乗る,実績を上げて信頼を得て、信頼を得て自信になる,自分の知識を誰のために使うのか、他者の利益のために活用,色んな場所に行って自ら体験する,やると決めたら楽しむ", ,1,楽しむ, 
吉松,32023334,消去法自分は様々なことを慎重に決めがちだけど思い切って消去法で決めるのも時には良いことだと思った。,楽しむ大変なこともやると決めたら楽しんでやるという姿勢を自分も見習いたい。,責任若い頃から責任を持って仕事をすることで将来の自分の自信に繋がると思った。,大波に乗るここぞというところで自分のためになる決断ができるかどうかがいかに大事か分かった。,経験今はネットなどもあり多くのことができる環境を活かして興味のあることは何でも経験していきたい。, , , ,Pattern1,消去法自分こと慎重消去時ことこと姿勢自分責任頃責任仕事こと将来自分自信大波ところ自分ため決断経験今ネット多くこと環境興味こと経験,0.61,"対象:22019049 時期:今学期全てのキーワード:【やると決めたら楽しむ】純粋に全てのことを楽しもうとする心がけは豊かな人生に?がるだろう。,【俯瞰的に見る】仕事において第三者的立ち位置から冷静に物事を判断することが大切である。,【来た波には乗る】実績を残すと自信につながる。全ての仕事に誠実に全力で取り組む。,【現状に満足しない】自分で考え行動することを心がけることで自分の人間性やキャリアの成長に繋がる。,【好奇心を持って色々な経験をする】情報社会だからこそそれを活用し様々な経験を大切にしたほうが良い。", ,1,楽しむ, 
吉松,32023367,今までやったことのないことを経験してみる,やると決めたら楽しむ,実際の現場に行っていろいろな経験をする,べったり寄り添うだけではなく第三者の視点に立って俯瞰してみる,来た波には乗ってつながりを大事にする, , , ,Pattern104,今ことこと経験実際現場経験三視点俯瞰波つながり,0.67,"対象:22022321 時期:今学期全てのキーワード:やると決めたら楽しむ,第三者的な視点を持つ,自分をちっぽけだと思うことが大人の始まり,来た波には乗る,好奇心を持っていろんな現場に足を運んで自ら体験して経験にする", ,1,楽しむ, 
吉松,32023379,やると決めたら楽しむ,自分に流れ込んだことは受け入れてやってみる,自分の利益よりも他人の利益を優先し大切にすること,やってみたいことは一度チャレンジしてみるインターンや留学など,自分の意志で周りや噂に過度に流されないようにする, , , ,,,, , ,1,楽しむ, 
吉松,32023380,やると決めたら楽しむ,自分に任せたいと思って依頼してくださるので来た波には乗って自分のものにしていく,努力しなければ何も得られない,弁護士は第３者的な存在にいることが大切,弁護士は実績信頼自信の繰り返し, , , ,Pattern21,自分依頼波自分もの努力弁護３存在こと弁護実績信頼自信繰り返し,0.61,"対象:22023038 時期:今学期全てのキーワード:やると決めたら楽しむ,弁護士の仕事は第三者目線で全力を尽くすこと,自分を俯瞰する,来た波に乗って実績でお返しする,実績で信頼を得てそこから自信が生まれまた実績が生まれるという正のスパイラルで仕事は成り立っている", ,1,楽しむ, 
吉松,32023527,やると決めたら、楽しんで取り組む。,将来を見据えたうえで、全体を俯瞰して第三者の目線から物事を考えてみる。,声をかけられたら、とりあえずその波に乗ってみる。,自分が得た知識を他人の利益のために使う。,好奇心を持って、いろんな場所に行き、経験してみる。, , , ,Pattern69,将来うえ全体俯瞰三目線物事声波自分知識他人利益ため好奇場所経験,0.65,"対象:23021631 時期:今学期全てのキーワード:やると決めたら楽しむ,俯瞰的な目線、第三者の目線から物事を見る,自分で考えて行動する力,来た波には乗る,好奇心を持って、いろんな現場に足を運び、体験する。", ,0,, 
吉松,32023571,専門分野は自分の好きなことの宣言,波が来たら乗る。,自分にはまだ伸びしろがある、満足はしていない。,好奇心を持って、現場に足を運んで、自ら体験してそれを経験にしてほしい。,やると決めたら楽しむ。, , , ,Pattern14,専門分野自分こと宣言自分しろ満足好奇現場足自ら体験経験,0.69,"対象:21023014 時期:今学期全てのキーワード:やると決めたら楽しむ,伸び代がある、現状に満足しない,波が来たら乗る,専門分野とは自分の好きなものを宣言するということ,成功体験が自信につながる", ,1,楽しむ, 
吉松,32023574,客観的視点で見つめる,頼まれたことは基本的に断らない,やると決めたら全力でする,やると決めたら楽しむ,いろんな経験があとから役に立つ, , , ,Pattern299,客観視点こと基本全力経験あと役,0.6,"対象:29021034 時期:今学期全てのキーワード:やると決めたら楽しむ,第三者的に全力を尽くす,役に立つことの嬉しさ,声をかけられたら基本的に断らない,お金は降ってこない", ,1,楽しむ, 
